SeniorCitizen,tenure,Churn,MonthlyCharges_scaled,TotalCharges_scaled,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_FE,MultipleLines_FE,InternetService_FE,OnlineSecurity_FE,OnlineBackup_FE,DeviceProtection_FE,TechSupport_FE,StreamingTV_FE,StreamingMovies_FE,Contract_FE,PaperlessBilling_FE,PaymentMethod_FE
0,21,0,0.8404806721650927,0.2127971382414032,1,0,1,0,1,0,0.9031662643759761,0.48132897912821243,0.4395854039471816,0.4966633536845094,0.3448814425670879,0.3438875479199205,0.4931137299446259,0.3989777083629135,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.3357944057929859
1,1,1,-0.8346107040023594,0.0024059543041772442,0,1,1,0,1,0,0.09683373562402385,0.09683373562402385,0.34374556297032516,0.4966633536845094,0.43844952435041884,0.3438875479199205,0.4931137299446259,0.3989777083629135,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.3357944057929859
0,12,0,-1.4943441130683104,0.02116893607200554,0,1,0,1,1,0,0.9031662643759761,0.48132897912821243,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.20914383075394008,0.4077807752378248,0.21922476217520942
0,1,1,-1.4827115340671475,0.00015578121393953342,0,1,1,0,1,0,0.9031662643759761,0.48132897912821243,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.5501916796819537,0.4077807752378248,0.22887973874769274
0,58,0,-0.1615829189350795,0.4022963304869605,1,0,0,1,1,0,0.9031662643759761,0.42183728524776376,0.34374556297032516,0.4966633536845094,0.3448814425670879,0.43944341899758627,0.2902172369728809,0.3989777083629135,0.39542808462303,0.24066448956410622,0.5922192247621753,0.2161010932841119
0,49,0,-0.17155370093607614,0.34058389106854375,0,1,0,1,0,1,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.2866676132329973,0.3448814425670879,0.43944341899758627,0.2902172369728809,0.3989777083629135,0.39542808462303,0.5501916796819537,0.4077807752378248,0.2161010932841119
0,30,0,-0.31446824295036285,0.17445188091391645,1,0,1,0,1,0,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.2866676132329973,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.3989777083629135,0.39542808462303,0.5501916796819537,0.5922192247621753,0.21922476217520942
0,47,1,1.1495749141959914,0.545851603969536,0,1,0,1,0,1,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.3357944057929859
0,1,1,-1.1486903370337564,0.0013154858066005077,0,1,0,1,0,1,0.09683373562402385,0.09683373562402385,0.34374556297032516,0.4966633536845094,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.3989777083629135,0.39542808462303,0.5501916796819537,0.4077807752378248,0.3357944057929859
0,72,0,0.8471278601657574,0.7328236787445188,0,1,0,1,1,0,0.9031662643759761,0.42183728524776376,0.34374556297032516,0.2866676132329973,0.3448814425670879,0.3438875479199205,0.2902172369728809,0.38435325855459324,0.3879028822944768,0.24066448956410622,0.5922192247621753,0.2161010932841119
0,17,1,-0.0020504069191315333,0.12396722824832679,1,0,1,0,0,1,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.4966633536845094,0.43844952435041884,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.22887973874769274
1,71,0,1.0498670941860242,0.778692591737826,1,0,0,1,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.2866676132329973,0.3448814425670879,0.3438875479199205,0.2902172369728809,0.3989777083629135,0.39542808462303,0.24066448956410622,0.5922192247621753,0.2161010932841119
1,2,0,1.0216165451832002,0.01879183014078006,0,1,0,1,1,0,0.9031662643759761,0.48132897912821243,0.4395854039471816,0.4966633536845094,0.43844952435041884,0.3438875479199205,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.2161010932841119
0,27,0,0.046141706085686136,0.21412993307177478,1,0,0,1,0,1,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.2866676132329973,0.3448814425670879,0.3438875479199205,0.2902172369728809,0.3989777083629135,0.39542808462303,0.20914383075394008,0.4077807752378248,0.22887973874769274
0,1,0,-1.481049737066981,0.0001615508885298867,0,1,1,0,1,0,0.9031662643759761,0.48132897912821243,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.5501916796819537,0.4077807752378248,0.21922476217520942
1,1,0,-0.6484894399837535,0.003052157858296792,0,1,1,0,1,0,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.4966633536845094,0.43844952435041884,0.43944341899758627,0.4931137299446259,0.3989777083629135,0.39542808462303,0.5501916796819537,0.4077807752378248,0.21922476217520942
0,72,0,1.1678546811978192,0.8346295868912993,1,0,0,1,0,1,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.2866676132329973,0.3448814425670879,0.43944341899758627,0.2902172369728809,0.38435325855459324,0.39542808462303,0.24066448956410622,0.4077807752378248,0.21922476217520942
0,5,1,0.16412929309748078,0.034398799907685206,0,1,1,0,1,0,0.9031662643759761,0.48132897912821243,0.4395854039471816,0.4966633536845094,0.43844952435041884,0.43944341899758627,0.4931137299446259,0.3989777083629135,0.39542808462303,0.5501916796819537,0.5922192247621753,0.3357944057929859
0,46,0,0.33363258711442517,0.40728132933302563,1,0,1,0,1,0,0.9031662643759761,0.48132897912821243,0.4395854039471816,0.4966633536845094,0.43844952435041884,0.3438875479199205,0.4931137299446259,0.3989777083629135,0.39542808462303,0.5501916796819537,0.5922192247621753,0.2161010932841119
0,34,1,1.3822264942192488,0.4073909531502423,0,1,1,0,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.3448814425670879,0.3438875479199205,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.3357944057929859
0,11,1,1.099721004191008,0.12538656819755367,1,0,1,0,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.43844952435041884,0.3438875479199205,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.21922476217520942
0,10,0,-0.5055748979694671,0.05272328640664667,0,1,0,1,0,1,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.4966633536845094,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.3989777083629135,0.39542808462303,0.20914383075394008,0.4077807752378248,0.22887973874769274
0,70,0,0.14751132309581955,0.5600680821601662,1,0,0,1,0,1,0.9031662643759761,0.42183728524776376,0.34374556297032516,0.2866676132329973,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.39542808462303,0.24066448956410622,0.5922192247621753,0.2161010932841119
0,17,0,-1.462769970065154,0.04609393030233095,1,0,0,1,0,1,0.9031662643759761,0.48132897912821243,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.20914383075394008,0.4077807752378248,0.22887973874769274
0,63,0,0.5014740841312035,0.5588102930994692,1,0,1,0,1,0,0.9031662643759761,0.42183728524776376,0.34374556297032516,0.2866676132329973,0.3448814425670879,0.3438875479199205,0.2902172369728809,0.38435325855459324,0.39542808462303,0.24066448956410622,0.5922192247621753,0.2161010932841119
0,13,0,0.3801629031190768,0.11108354488806832,1,0,0,1,1,0,0.9031662643759761,0.42183728524776376,0.34374556297032516,0.2866676132329973,0.3448814425670879,0.43944341899758627,0.2902172369728809,0.38435325855459324,0.39542808462303,0.5501916796819537,0.5922192247621753,0.3357944057929859
0,49,0,0.6560212051466532,0.44863835679667663,1,0,1,0,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.43844952435041884,0.43944341899758627,0.4931137299446259,0.3989777083629135,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.3357944057929859
0,2,0,-0.5155456799704636,0.009023771059312256,0,1,1,0,1,0,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.4966633536845094,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.3989777083629135,0.39542808462303,0.5501916796819537,0.4077807752378248,0.22887973874769274
0,2,1,0.5280628361338618,0.014464574198015234,1,0,1,0,1,0,0.9031662643759761,0.48132897912821243,0.4395854039471816,0.4966633536845094,0.43844952435041884,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.39542808462303,0.5501916796819537,0.5922192247621753,0.3357944057929859
0,52,0,0.4981504901308714,0.4845372720978537,0,1,1,0,1,0,0.9031662643759761,0.42183728524776376,0.34374556297032516,0.2866676132329973,0.43844952435041884,0.43944341899758627,0.2902172369728809,0.38435325855459324,0.3879028822944768,0.24066448956410622,0.5922192247621753,0.2161010932841119
0,69,0,-0.020330173920958795,0.4887260558504501,1,0,0,1,0,1,0.9031662643759761,0.42183728524776376,0.34374556297032516,0.2866676132329973,0.43844952435041884,0.3438875479199205,0.2902172369728809,0.3989777083629135,0.39542808462303,0.24066448956410622,0.5922192247621753,0.2161010932841119
1,43,0,0.8471278601657574,0.4407973690283868,1,0,1,0,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.39542808462303,0.5501916796819537,0.5922192247621753,0.3357944057929859
0,15,1,1.141265929195161,0.1624278790676206,1,0,1,0,1,0,0.9031662643759761,0.48132897912821243,0.4395854039471816,0.2866676132329973,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.2161010932841119
1,25,0,0.1574821050968162,0.2000750057696746,1,0,0,1,1,0,0.9031662643759761,0.42183728524776376,0.34374556297032516,0.2866676132329973,0.43844952435041884,0.43944341899758627,0.2902172369728809,0.38435325855459324,0.39542808462303,0.5501916796819537,0.5922192247621753,0.2161010932841119
1,8,1,0.5280628361338618,0.07090930071543965,1,0,0,1,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.3989777083629135,0.39542808462303,0.5501916796819537,0.5922192247621753,0.2161010932841119
1,60,0,0.33529438411459117,0.5120643895684284,1,0,0,1,0,1,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.2866676132329973,0.3448814425670879,0.3438875479199205,0.2902172369728809,0.3989777083629135,0.3879028822944768,0.20914383075394008,0.5922192247621753,0.2161010932841119
1,18,1,1.0199547481830342,0.20006346642049389,0,1,1,0,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.43844952435041884,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.3357944057929859
0,63,0,1.1595456961969886,0.7261020078467574,1,0,0,1,0,1,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.2866676132329973,0.43844952435041884,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.20914383075394008,0.5922192247621753,0.2161010932841119
1,66,0,1.4520219682262263,0.8143953381029311,0,1,0,1,0,1,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.3448814425670879,0.3438875479199205,0.2902172369728809,0.38435325855459324,0.3879028822944768,0.20914383075394008,0.5922192247621753,0.3357944057929859
0,34,0,-1.3231790220511994,0.10102700207708286,1,0,0,1,0,1,0.9031662643759761,0.42183728524776376,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.24066448956410622,0.4077807752378248,0.2161010932841119
0,72,0,1.42044782522307,0.9040964689591507,1,0,1,0,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.43844952435041884,0.3438875479199205,0.2902172369728809,0.38435325855459324,0.3879028822944768,0.24066448956410622,0.5922192247621753,0.2161010932841119
0,47,0,1.1877962451998125,0.5409993076390492,1,0,0,1,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.43844952435041884,0.3438875479199205,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.3357944057929859
0,60,0,0.8354952811645946,0.6268059081467805,0,1,1,0,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.39542808462303,0.5501916796819537,0.5922192247621753,0.21922476217520942
0,72,0,-0.7531826509942192,0.3396261250865451,0,1,0,1,1,0,0.09683373562402385,0.09683373562402385,0.34374556297032516,0.2866676132329973,0.3448814425670879,0.3438875479199205,0.4931137299446259,0.3989777083629135,0.39542808462303,0.24066448956410622,0.4077807752378248,0.21922476217520942
0,18,0,-0.34438058895335305,0.10827371336256636,1,0,0,1,0,1,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.4966633536845094,0.43844952435041884,0.3438875479199205,0.2902172369728809,0.3989777083629135,0.39542808462303,0.20914383075394008,0.5922192247621753,0.2161010932841119
0,9,1,0.9850570111795457,0.0967516732056312,1,0,1,0,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.43844952435041884,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.4077807752378248,0.3357944057929859
0,3,0,0.3502505571160864,0.025998153704131086,1,0,1,0,1,0,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.4966633536845094,0.3448814425670879,0.43944341899758627,0.2902172369728809,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.3357944057929859
0,47,0,0.46989994112804756,0.41905723517193627,0,1,0,1,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.3989777083629135,0.39542808462303,0.20914383075394008,0.5922192247621753,0.3357944057929859
0,31,0,0.47987072312904416,0.28599123009462263,1,0,1,0,1,0,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.4966633536845094,0.3448814425670879,0.3438875479199205,0.2902172369728809,0.38435325855459324,0.3879028822944768,0.24066448956410622,0.4077807752378248,0.22887973874769274
0,50,0,-1.4827115340671475,0.10525040387722133,1,0,0,1,0,1,0.9031662643759761,0.48132897912821243,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.24066448956410622,0.4077807752378248,0.21922476217520942
0,10,0,0.5014740841312035,0.10022501730902378,0,1,1,0,1,0,0.9031662643759761,0.48132897912821243,0.4395854039471816,0.2866676132329973,0.43844952435041884,0.3438875479199205,0.4931137299446259,0.3989777083629135,0.39542808462303,0.5501916796819537,0.5922192247621753,0.22887973874769274
0,1,0,-0.5221928679711283,0.0034906531271636275,0,1,1,0,1,0,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.4966633536845094,0.43844952435041884,0.43944341899758627,0.2902172369728809,0.3989777083629135,0.39542808462303,0.5501916796819537,0.4077807752378248,0.22887973874769274
0,52,0,-1.4744025490663168,0.12368451419339951,1,0,0,1,0,1,0.9031662643759761,0.48132897912821243,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.20914383075394008,0.5922192247621753,0.3357944057929859
1,64,0,1.5567151792366918,0.8170090006923609,0,1,0,1,0,1,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.2866676132329973,0.43844952435041884,0.3438875479199205,0.2902172369728809,0.38435325855459324,0.3879028822944768,0.24066448956410622,0.5922192247621753,0.21922476217520942
0,62,0,-1.3464441800535252,0.16222017078236786,0,1,0,1,0,1,0.9031662643759761,0.42183728524776376,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.24066448956410622,0.5922192247621753,0.21922476217520942
0,3,0,-0.00869759491979612,0.018301407800600047,1,0,1,0,0,1,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.2866676132329973,0.43844952435041884,0.43944341899758627,0.2902172369728809,0.3989777083629135,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.21922476217520942
1,56,0,1.5201556452330371,0.7062889453034848,1,0,1,0,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.2866676132329973,0.3448814425670879,0.3438875479199205,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.20914383075394008,0.4077807752378248,0.3357944057929859
0,46,0,-0.3028356639492,0.30810639279944607,1,0,1,0,1,0,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.4966633536845094,0.43844952435041884,0.43944341899758627,0.4931137299446259,0.3989777083629135,0.3879028822944768,0.20914383075394008,0.4077807752378248,0.2161010932841119
0,8,0,-0.33607160395252245,0.05347911377798293,1,0,0,1,0,1,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.2866676132329973,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.3989777083629135,0.39542808462303,0.5501916796819537,0.4077807752378248,0.22887973874769274
1,30,0,0.3319707901142591,0.24146088160627743,0,1,1,0,1,0,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.2866676132329973,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.3357944057929859
0,45,0,-1.2916048790480432,0.13821832448649896,1,0,0,1,0,1,0.9031662643759761,0.42183728524776376,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.20914383075394008,0.5922192247621753,0.2161010932841119
0,1,1,0.48485611412954227,0.006987075928917609,1,0,1,0,0,1,0.9031662643759761,0.48132897912821243,0.4395854039471816,0.4966633536845094,0.43844952435041884,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.39542808462303,0.5501916796819537,0.5922192247621753,0.3357944057929859
0,11,0,-0.47233895796614456,0.06306831294714979,1,0,0,1,0,1,0.09683373562402385,0.09683373562402385,0.34374556297032516,0.2866676132329973,0.43844952435041884,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.4077807752378248,0.3357944057929859
0,7,1,0.34526516611558833,0.055169628432956384,1,0,0,1,1,0,0.9031662643759761,0.48132897912821243,0.4395854039471816,0.4966633536845094,0.43844952435041884,0.3438875479199205,0.4931137299446259,0.3989777083629135,0.39542808462303,0.5501916796819537,0.5922192247621753,0.21922476217520942
0,42,0,1.2974748472107767,0.4971959381490884,1,0,1,0,1,0,0.9031662643759761,0.48132897912821243,0.4395854039471816,0.4966633536845094,0.3448814425670879,0.3438875479199205,0.2902172369728809,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.21922476217520942
0,49,0,-1.4827115340671475,0.11014885760443112,1,0,0,1,1,0,0.9031662643759761,0.48132897912821243,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.24066448956410622,0.5922192247621753,0.21922476217520942
0,9,0,1.1479131171958254,0.10384837295176552,0,1,1,0,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.4966633536845094,0.3448814425670879,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.2161010932841119
0,35,0,-0.08680205392760396,0.2534791137779829,1,0,0,1,1,0,0.9031662643759761,0.48132897912821243,0.34374556297032516,0.2866676132329973,0.43844952435041884,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.39542808462303,0.20914383075394008,0.5922192247621753,0.21922476217520942
0,48,0,-1.4660935640654862,0.11980152319409186,1,0,0,1,0,1,0.9031662643759761,0.48132897912821243,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.24066448956410622,0.4077807752378248,0.21922476217520942
0,46,0,-1.4893587220678117,0.1048119086083545,1,0,0,1,0,1,0.9031662643759761,0.48132897912821243,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.21666903308249325,0.24066448956410622,0.5922192247621753,0.22887973874769274
0,29,0,-1.0307027500219619,0.11429148396030464,0,1,0,1,1,0,0.09683373562402385,0.09683373562402385,0.34374556297032516,0.4966633536845094,0.43844952435041884,0.43944341899758627,0.4931137299446259,0.38435325855459324,0.39542808462303,0.5501916796819537,0.4077807752378248,0.22887973874769274
0,30,0,0.574593152138513,0.29441495499653814,0,1,0,1,0,1,0.9031662643759761,0.48132897912821243,0.4395854039471816,0.4966633536845094,0.3448814425670879,0.3438875479199205,0.4931137299446259,0.3989777083629135,0.39542808462303,0.5501916796819537,0.4077807752378248,0.21922476217520942
1,1,0,0.3303089931140931,0.006450496192014771,0,1,1,0,1,0,0.9031662643759761,0.48132897912821243,0.4395854039471816,0.4966633536845094,0.43844952435041884,0.43944341899758627,0.2902172369728809,0.3989777083629135,0.39542808462303,0.5501916796819537,0.4077807752378248,0.3357944057929859
0,66,0,0.6394032351449919,0.6572178629125317,0,1,0,1,0,1,0.9031662643759761,0.42183728524776376,0.34374556297032516,0.2866676132329973,0.43844952435041884,0.3438875479199205,0.2902172369728809,0.38435325855459324,0.3879028822944768,0.24066448956410622,0.5922192247621753,0.22887973874769274
0,65,0,1.5384354122348645,0.8179321486268175,1,0,1,0,1,0,0.9031662643759761,0.42183728524776376,0.4395854039471816,0.2866676132329973,0.3448814425670879,0.3438875479199205,0.4931137299446259,0.38435325855459324,0.3879028822944768,0.5501916796819537,0.5922192247621753,0.2161010932841119
